SECTION,SECTION NAME,PART,SUBSECTION,SUBSECTION NAME,DESCRIPTION
"=""078116""",CEMENTITIOUS FIREPROOFING,PART 1 - GENERAL,1.4-A,SUBMITTALS,"A. Action Submittals: Submit the following for responsive action (formal review and approval). 
1. Product Data: a. Submit manufacturer’s product data, specifications, and all other information necessary to show conformance to the Contract Documents, excluding material safety data sheets (MSDSs) and safety data sheets (SDSs), both of which are returned to the Contractor without review or responsive action. b. Include documentation that SFRM has been tested for bond strength in conformance with ASTM E 736. 
2. Fireproofing Schedule: Submit fireproofing schedule indicating SFRM type; protected elements, including sizes, material thickness and section properties; and minimum hourly fire-resistance rating for each fireproofed item."
"=""078116""",CEMENTITIOUS FIREPROOFING,PART 1 - GENERAL,1.4-B,SUBMITTALS,"B. Informational Submittals: Submit the following for information (informal review: responsive action not expected or required, except to record non-conformance with submittal requirements). 
1. Manufacturer’s Instructions: Submit manufacturer-prepared published instructions for proper installation of furnished SFRM. a. If manufacturer’s instructions are unavailable or do not apply to specific project conditions, then consult the manufacturer’s representative and obtain project- specific supplemental instructions printed on manufacturer’s letterhead. PAGE : 364 b. Promptly distribute supplemental instructions to the Architect, who may have comments that lead to contract modifications or minor changes in the work. 
2. Qualification Statements: Submit written descriptions confirming experience specified in QUALITY ASSURANCE article below."
"=""078119""",REPLACEMENT FIREPROOFING,PART 1 - GENERAL,1.4-A,SUBMITTALS,"A. Action Submittals: Submit the following for responsive action (formal review and approval). 
1. Product Data: a. Submit manufacturer’s product data, specifications, and all other information necessary to show conformance to the Contract Documents, excluding material safety data sheets (MSDSs) and safety data sheets (SDSs), both of which are returned to the Contractor without review or responsive action. b. Include documentation that SFRM was tested for bond strength in conformance with ASTM E 736. 
2. Fireproofing Schedule: Submit fireproofing schedule indicating SFRM type, protected elements including sizes, material thickness, and minimum hourly fire-resistance rating for each fireproofed item."
"=""078119""",REPLACEMENT FIREPROOFING,PART 1 - GENERAL,1.4-B,SUBMITTALS,"B. Informational Submittals: Submit the following for information (informal review: responsive action not expected or required, except to record non-conformance with submittal requirements). 
1. Manufacturer’s Instructions: Submit manufacturer-prepared published instructions for proper installation of furnished SFRM. a. If manufacturer’s instructions are unavailable or do not apply to specific project conditions, then consult the manufacturer’s representative and obtain project- specific supplemental instructions printed on manufacturer’s letterhead. b. Promptly distribute supplemental instructions to the Architect, who may have comments that lead to contract modifications or minor changes in the work. 
2. Qualification Statements: Submit written descriptions confirming experience specified in QUALITY ASSURANCE article below."
"=""078123""",FIREPROOFING,PART 1 - GENERAL,1.4-A,SUBMITTALS,"A. Action Submittals: Submit the following for responsive action (formal review and approval). 
1. Product Data: Submit manufacturer’s product data, specifications, and all other information necessary to show conformance to the Contract Documents, excluding material safety data sheets (MSDSs) and safety data sheets (SDSs), both of which are returned to the Contractor without review or responsive action. 
2. Fireproofing Schedule: Submit fireproofing schedule indicating fireproofing type; protected elements, including sizes, material thickness and section properties; and minimum hourly fire-resistance rating for each fireproofed item. 
3. Samples: Submit 8-1/2-inch by 11-inch drawdown cards of each specified color and sheen. Label each card with project location. 
4. Samples: Submit at least 6-inch square representative samples of each fireproofing installation and substrate."
"=""078123""",FIREPROOFING,PART 1 - GENERAL,1.4-B,SUBMITTALS,"B. Informational Submittals: Submit the following for information (informal review: responsive action not expected or required, except to record non-conformance with submittal requirements). 
1. Manufacturer’s Instructions: Submit manufacturer-prepared published instructions for proper installation of furnished fireproofing. a. If manufacturer’s instructions are unavailable or do not apply to specific project conditions, then consult the manufacturer’s representative and obtain project- specific supplemental instructions printed on manufacturer’s letterhead. b. Promptly distribute supplemental instructions to the Architect, who may have comments that lead to contract modifications or minor changes in the work. 
2. Qualification Statements: Submit written descriptions confirming experience specified in QUALITY ASSURANCE article below."
"=""078123""",FIREPROOFING,PART 1 - GENERAL,1.4-C,SUBMITTALS,"C. Maintenance Material Submittals: Submit manufacturer-recommended cleaning materials, accessories, and manufacturer’s instructions and other requirements and recommendations for maintenance and cleaning of coated surfaces, including a comprehensive list of known chemicals that should not come into contact with coated surfaces. PAGE : 384"
"=""078400""",FIRESTOPPING,PART 1 - GENERAL,1.4-A,SUBMITTALS,"A. Action Submittals: Submit the following for responsive action (formal review and approval). 
1. Product Data: Submit manufacturer’s product data, specifications, and all other information necessary to show conformance to the Contract Documents, excluding material safety data sheets (MSDSs) and safety data sheets (SDSs), both of which are returned to the Contractor without review or responsive action. 
2. Shop Drawings: Submit project-specific key plans showing firestopping installations. 
3. Firestopping Schedule: Submit firestopping schedule indicating firestopping types, laboratory tested assembly numbers, protected elements including sizes, materials, and minimum hourly fire-resistance rating for each fireproofed item. Cross-reference firestopping schedule to key plans. PAGE : 392"
"=""078400""",FIRESTOPPING,PART 1 - GENERAL,1.4-B,SUBMITTALS,"B. Informational Submittals: Submit the following for information (informal review: responsive action not expected or required, except to record non-conformance with submittal requirements). 
1. Manufacturer’s Instructions: Submit manufacturer-prepared published instructions for proper installation of furnished firestopping. a. If manufacturer’s instructions are unavailable or do not apply to specific project conditions, then consult the manufacturer’s representative and obtain project- specific supplemental instructions printed on manufacturer’s letterhead. b. Promptly distribute supplemental instructions to the Architect, who may have comments that lead to contract modifications or minor changes in the work. 
2. Qualification Statements: Submit written descriptions confirming experience specified in QUALITY ASSURANCE article below."
"=""079200""",JOINT SEALANTS,PART 1 - GENERAL,1.4-A,SUBMITTALS,"A. Action Submittals: Submit the following for responsive action (formal review and approval). 
1. Product Data: a. Submit manufacturer’s product data, specifications, and all other information necessary to show conformance to the Contract Documents, excluding material safety data sheets (MSDSs) and safety data sheets (SDSs), both of which are returned to the Contractor without review or responsive action. b. Submit sample warranties with warranty periods, terms, conditions, exclusions, and remedies explicitly defined for each warranty, including clear warranty period start dates. (e.g., date of manufacture, purchase, installation, Beneficial Occupancy, Substantial Completion, Final Completion, etc.) 
2. Samples: Submit at least 6-inch long representative samples of each sealant variety in each selected color."
"=""079200""",JOINT SEALANTS,PART 1 - GENERAL,1.4-B,SUBMITTALS,"B. Informational Submittals: Submit the following for information (informal review: responsive action not expected or required, except to record non-conformance with submittal requirements). 
1. Manufacturer’s Instructions: Submit manufacturer-prepared published instructions for proper installation of furnished joint sealants. a. If manufacturer’s instructions are unavailable or do not apply to specific project conditions, then consult the manufacturer’s representative and obtain project- specific supplemental instructions printed on manufacturer’s letterhead. b. Promptly distribute supplemental instructions to the Architect, who may have comments that lead to contract modifications or minor changes in the work. 
2. Qualification Statements: Submit written descriptions confirming experience specified in QUALITY ASSURANCE article below."
"=""079200""",JOINT SEALANTS,PART 1 - GENERAL,1.4-C,SUBMITTALS,"C. Closeout Submittals: Submit the following to the Architect as a condition of project closeout. 
1. Warranty Documentation: Submit final warranties signed by the manufacturer’s representative with complete terms indicated for all warranties covering items furnished or installed under this specification section."
"=""079513""",EXPANSION JOINTS,PART 1 - GENERAL,1.4-A,SUBMITTALS,"A. Action Submittals: Submit the following for responsive action (formal review and approval). 
1. Product Data: a. Submit manufacturer’s product data, specifications, typical installation details, and all other information necessary to show conformance to the Contract PAGE : 418 (SDSs), both of which are returned to the Contractor without review or responsive action. b. Submit sample warranties with warranty periods, terms, conditions, exclusions, and remedies explicitly defined for each warranty, including clear warranty period start dates. (e.g., date of manufacture, purchase, installation, Beneficial Occupancy, Substantial Completion, Final Completion, etc.) 
2. Shop Drawings: Include project-specific dimensioned details drawn to scale showing conditions not detailed on the product data; or that are detailed, but not in a manner specific to the project. a. Include project-specific plans, elevations, sections, details, splices, block-out requirement, air/water-tight integration and attachments to other work, and line diagrams showing entire route of each expansion joint. b. Where expansion joint cover assemblies change planes, provide isometric or clearly detailed drawing depicting how components interconnect and maintain air/watertight continuity. 
3. Expansion Joint Cover Assembly Schedule: Prepared by or under the supervision of the supplier. Include the following information in tabular form: a. Manufacturer and model number for each expansion joint cover assembly. b. Expansion joint cover assembly location cross-referenced to Drawings. c. Nominal, minimum, and maximum joint width. d. Movement direction. e. Materials, colors, and finishes. f. Product options. g. Fire-resistance ratings. 
4. Manufacturer’s Installation Instructions: Indicate rough-in sizes. Provide templates for cast-in or placed frames or anchors and indicate tolerances for item placement."
"=""079513""",EXPANSION JOINTS,PART 1 - GENERAL,1.4-B,SUBMITTALS,"B. Informational Submittals: Submit the following for information (informal review: responsive action not expected or required, except to record non-conformance with submittal requirements). 
1. Manufacturer’s Instructions: Submit manufacturer-prepared published instructions for proper installation of furnished expansion joints. a. If manufacturer’s instructions are unavailable or do not apply to specific project conditions, then consult the manufacturer’s representative and obtain project- specific supplemental instructions printed on manufacturer’s letterhead. b. Promptly distribute supplemental instructions to the Architect, who may have comments that lead to contract modifications or minor changes in the work. 
2. Qualification Statements: Submit written descriptions confirming experience specified in QUALITY ASSURANCE article below."
"=""079513""",EXPANSION JOINTS,PART 1 - GENERAL,1.4-C,SUBMITTALS,"C. Closeout Submittals: Submit the following to the Architect as a condition of project closeout. 
1. Warranty Documentation: Submit final warranties signed by the manufacturer’s representative with complete terms indicated for all warranties covering items B PAGE : 419"
"=""081213""",STANDARD HOLLOW METAL FRAMES,PART 1 - GENERAL,1.4-A,SUBMITTALS,"A. Action Submittals: Submit the following for responsive action (formal review and approval). 
1. Product Data: Submit manufacturer’s product data, specifications, typical installation details, and all other information necessary to show conformance to the Contract PAGE : 429 (SDSs), both of which are returned to the Contractor without review or responsive action. 
2. Door Schedule: Submit schedule showing opening identification symbols and door and frame types and sizes, including thickness, swing, fire-resistance rating label requirements, undercuts, and finishes. Use the same reference numbers for openings and details as the Drawings. 
3. Shop Drawings: Include project-specific dimensioned details drawn to scale showing conditions not detailed on the product data; or that are detailed, but not in a manner specific to the project. Cross-reference details to door schedule."
"=""081213""",STANDARD HOLLOW METAL FRAMES,PART 1 - GENERAL,1.4-B,SUBMITTALS,"B. Informational Submittals: Submit the following for information (informal review: responsive action not expected or required, except to record non-conformance with submittal requirements). 
1. Manufacturer’s Instructions: Submit manufacturer-prepared published instructions for proper installation of furnished door frames. a. If manufacturer’s instructions are unavailable or do not apply to specific project conditions, then consult the manufacturer’s representative and obtain project- specific supplemental instructions printed on manufacturer’s letterhead. b. Promptly distribute supplemental instructions to the Architect, who may have comments that lead to contract modifications or minor changes in the work. 
2. Qualification Statements: Submit written descriptions confirming experience specified in QUALITY ASSURANCE article below."
"=""081216""",ALUMINUM FRAMES,PART 1 - GENERAL,1.4-A,SUBMITTALS,"A. Action Submittals: Submit the following for responsive action (formal review and approval). 
1. Product Data: Submit manufacturer’s product data, specifications, typical installation details, and all other information necessary to show conformance to the Contract Documents, excluding material safety data sheets (MSDSs) and safety data sheets (SDSs), both of which are returned to the Contractor without review or responsive action. 
2. Door Schedule: Submit schedule showing opening identification symbols and door and frame types and sizes, including thickness, swing, fire-resistance rating label requirements, undercuts, and finishes. Use the same reference numbers for openings and details as the Drawings. PAGE : 439 
3. Shop Drawings: Include project-specific dimensioned details drawn to scale showing conditions not detailed on the product data; or that are detailed, but not in a manner specific to the project. 
4. Samples: Submit at least 8-inch long representative samples of each aluminum frame color, finish, and variety."
"=""081216""",ALUMINUM FRAMES,PART 1 - GENERAL,1.4-B,SUBMITTALS,"B. Informational Submittals: Submit manufacturer’s instructions for information (informal review: responsive action not expected or required, except to record non-conformance with submittal requirements). 
1. Submit manufacturer-prepared published instructions for proper installation of furnished aluminum frames. 
2. If manufacturer’s instructions are unavailable or do not apply to specific project conditions, then consult the manufacturer’s representative and obtain project- specific supplemental instructions printed on manufacturer’s letterhead. 
3. Promptly distribute supplemental instructions to the Architect, who may have comments that lead to contract modifications or minor changes in the work."
"=""081313""",STANDARD HOLLOW METAL DOORS,PART 1 - GENERAL,1.4-A,SUBMITTALS,"A. Action Submittals: Submit the following for responsive action (formal review and approval). PAGE : 445 
1. Product Data: Submit manufacturer’s product data, specifications, typical installation details, and all other information necessary to show conformance to the Contract Documents, excluding material safety data sheets (MSDSs) and safety data sheets (SDSs), both of which are returned to the Contractor without review or responsive action. 
2. Door Schedule: Submit schedule showing opening identification symbols and door and frame types and sizes, including thickness, swing, fire-resistance rating label requirements, undercuts, and finishes. Use the same reference numbers for openings and details as the Drawings. 
3. Shop Drawings: Include project-specific dimensioned details drawn to scale showing conditions not detailed on the product data; or that are detailed, but not in a manner specific to the project. Cross-reference details to door schedule."
"=""081313""",STANDARD HOLLOW METAL DOORS,PART 1 - GENERAL,1.4-B,SUBMITTALS,"B. Informational Submittals: Submit the following for information (informal review: responsive action not expected or required, except to record non-conformance with submittal requirements). 
1. Manufacturer’s Instructions: Submit manufacturer-prepared published instructions for proper installation of furnished doors. a. If manufacturer’s instructions are unavailable or do not apply to specific project conditions, then consult the manufacturer’s representative and obtain project- specific supplemental instructions printed on manufacturer’s letterhead. b. Promptly distribute supplemental instructions to the Architect, who may have comments that lead to contract modifications or minor changes in the work. 
2. Qualification Statements: Submit written descriptions confirming experience specified in QUALITY ASSURANCE article below."
"=""081416""",FLUSH WOOD DOORS,PART 1 - GENERAL,1.4-A,SUBMITTALS,"A. Action Submittals: Submit the following for responsive action (formal review and approval). 
1. Product Data: a. Submit manufacturer’s product data, specifications, typical installation details, and all other information necessary to show conformance to the Contract Documents, excluding material safety data sheets (MSDSs) and safety data sheets PAGE : 455 (SDSs), both of which are returned to the Contractor without review or responsive action. b. Submit sample warranties with warranty periods, terms, conditions, exclusions, and remedies explicitly defined for each warranty, including clear warranty period start dates. (e.g., date of manufacture, purchase, installation, Beneficial Occupancy, Substantial Completion, Final Completion, etc.) 
2. Door Schedule: Submit schedule showing opening identification symbols and door and frame types and sizes, including thickness, swing, fire-resistance rating label requirements, undercuts, and finishes. Use the same reference numbers for openings and details as the Drawings. 
3. Shop Drawings: Include project-specific dimensioned details drawn to scale showing conditions not detailed on the product data; or that are detailed, but not in a manner specific to the project. Cross-reference details to door schedule. 
4. Samples: Submit at least 8-inch square representative samples of each door color, finish, and variety."
"=""081416""",FLUSH WOOD DOORS,PART 1 - GENERAL,1.4-B,SUBMITTALS,"B. Informational Submittals: Submit the following for information (informal review: responsive action not expected or required, except to record non-conformance with submittal requirements). 
1. Manufacturer’s Instructions: Submit manufacturer-prepared published instructions for proper installation of furnished doors. a. If manufacturer’s instructions are unavailable or do not apply to specific project conditions, then consult the manufacturer’s representative and obtain project- specific supplemental instructions printed on manufacturer’s letterhead. b. Promptly distribute supplemental instructions to the Architect, who may have comments that lead to contract modifications or minor changes in the work. 
2. Qualification Statements: Submit written descriptions confirming experience specified in QUALITY ASSURANCE article below."
"=""081416""",FLUSH WOOD DOORS,PART 1 - GENERAL,1.4-C,SUBMITTALS,"C. Closeout Submittals: 
1. Maintenance Data: Submit copies of manufacturer’s instructions and other requirements and recommendations for door maintenance, cleaning, and repair to the Architect as a condition of project closeout. 
2. Warranty Documentation: Submit final warranties signed by the manufacturer’s representative with complete terms indicated for all warranties covering items furnished or installed under this specification section."
"=""081433""",STILE AND RAIL WOOD,PART 1 - GENERAL,1.4-A,SUBMITTALS,"A. Action Submittals: Submit the following for responsive action (formal review and approval). 
1. Product Data: a. Submit manufacturer’s product data, specifications, typical installation details, and all other information necessary to show conformance to the Contract Documents, excluding material safety data sheets (MSDSs) and safety data sheets PAGE : 465 (SDSs), both of which are returned to the Contractor without review or responsive action. b. Submit sample warranties with warranty periods, terms, conditions, exclusions, and remedies explicitly defined for each warranty, including clear warranty period start dates. (e.g., date of manufacture, purchase, installation, Beneficial Occupancy, Substantial Completion, Final Completion, etc.) 
2. Door Schedule: Submit schedule showing opening identification symbols and door and frame types and sizes, including thickness, swing, fire-resistance rating label requirements, undercuts, and finishes. Use the same reference numbers for openings and details as the Drawings. 
3. Shop Drawings: Include project-specific dimensioned details drawn to scale showing conditions not detailed on the product data; or that are detailed, but not in a manner specific to the project. Cross-reference details to door schedule. 
4. Samples: Submit at least 8-inch square representative samples of each door color, finish, and variety."
"=""081433""",STILE AND RAIL WOOD,PART 1 - GENERAL,1.4-B,SUBMITTALS,"B. Informational Submittals: Submit the following for information (informal review: responsive action not expected or required, except to record non-conformance with submittal requirements). 
1. Manufacturer’s Instructions: Submit manufacturer-prepared published instructions for proper installation of furnished doors. a. If manufacturer’s instructions are unavailable or do not apply to specific project conditions, then consult the manufacturer’s representative and obtain project- specific supplemental instructions printed on manufacturer’s letterhead. b. Promptly distribute supplemental instructions to the Architect, who may have comments that lead to contract modifications or minor changes in the work. 
2. Qualification Statements: Submit written descriptions confirming experience specified in QUALITY ASSURANCE article below."
"=""081433""",STILE AND RAIL WOOD,PART 1 - GENERAL,1.4-C,SUBMITTALS,"C. Closeout Submittals: 
1. Maintenance Data: Submit copies of manufacturer’s instructions and other requirements and recommendations for door maintenance, cleaning, and repair to the Architect as a condition of project closeout. 
2. Warranty Documentation: Submit final warranties signed by the manufacturer’s representative with complete terms indicated for all warranties covering items furnished or installed under this specification section."
"=""083116""",ACCESS PANELS,PART 1 - GENERAL,1.4-A,SUBMITTALS,"A. Action Submittals: Submit the following for responsive action (formal review and approval). PAGE : 475 
1. Product Data: Submit manufacturer’s product data, specifications, typical installation details, and all other information necessary to show conformance to the Contract Documents, excluding material safety data sheets (MSDSs) and safety data sheets (SDSs) both of which are returned to the Contractor without review or responsive action. 
2. Shop Drawings: a. Submit dimensioned plans and elevations drawn to scale and showing access panel locations, sizes, and extents of all items, accessories, and trim. Label manufactured items by product name. b. Include project-specific dimensioned details drawn to scale showing conditions not detailed on the product data; or that are detailed, but not in a manner specific to the project. Cross-reference details to plans and elevations."
"=""083116""",ACCESS PANELS,PART 1 - GENERAL,1.4-B,SUBMITTALS,"B. Informational Submittals: Submit manufacturer’s instructions for information (informal review: responsive action not expected or required, except to record non-conformance with submittal requirements). 
1. Submit manufacturer-prepared published instructions for proper installation of furnished access panels. 
2. If manufacturer’s instructions are unavailable or do not apply to specific project conditions, then consult the manufacturer’s representative and obtain project- specific supplemental instructions printed on manufacturer’s letterhead. 
3. Promptly distribute supplemental instructions to the Architect, who may have comments that lead to contract modifications or minor changes in the work."
"=""083213""",FRAMED SLIDING GLASS DOORS,PART 1 - GENERAL,1.4-A,SUBMITTALS,"A. Action Submittals: Submit the following for responsive action (formal review and approval). 
1. Product Data: a. Submit manufacturer’s product data, specifications, typical installation details, and all other information necessary to show conformance to the Contract Documents, excluding material safety data sheets (MSDSs) and safety data sheets (SDSs), both of which are returned to the Contractor without review or responsive action. PAGE : 484 b. Submit sample warranties with warranty periods, terms, conditions, exclusions, and remedies explicitly defined for each warranty, including clear warranty period start dates. (e.g., date of manufacture, purchase, installation, Beneficial Occupancy, Substantial Completion, Final Completion, etc.) 
2. Door Schedule: Submit schedule showing opening identification symbols and sliding door and frame types and sizes, including thickness. Use the same reference numbers for openings and details as the Drawings. 
3. Shop Drawings: a. Submit dimensioned plans and elevations drawn to scale and showing sliding door layout, materials, construction, and finishes. Show locations, sizes, and extents of all items, accessories, and trim. Label manufactured items by product name. b. Include project-specific dimensioned details drawn to scale showing conditions not detailed on the product data; or that are detailed, but not in a manner specific to the project. Cross-reference details to plans and elevations. 
4. Samples: a. Submit at least 6-inch square representative samples of each sliding door frame and sash color and finish."
"=""083213""",FRAMED SLIDING GLASS DOORS,PART 1 - GENERAL,1.4-B,SUBMITTALS,"B. Informational Submittals: Submit the following for information (informal review: responsive action not expected or required, except to record non-conformance with submittal requirements). 
1. Manufacturer’s Instructions: Submit manufacturer-prepared published instructions for proper installation of furnished sliding doors. a. If manufacturer’s instructions are unavailable or do not apply to specific project conditions, then consult the manufacturer’s representative and obtain project- specific supplemental instructions printed on manufacturer’s letterhead. b. Promptly distribute supplemental instructions to the Architect, who may have comments that lead to contract modifications or minor changes in the work. 
2. Qualification Statements: Submit written descriptions confirming experience specified in QUALITY ASSURANCE article below."
"=""083213""",FRAMED SLIDING GLASS DOORS,PART 1 - GENERAL,1.4-C,SUBMITTALS,"C. Closeout Submittals: Submit the following to the Architect as a condition of project closeout. 
1. Maintenance Data: Submit copies of manufacturer’s instructions and other requirements and recommendations for door maintenance, cleaning, and repair. 
2. Warranty Documentation: Submit final warranties signed by the manufacturer’s representative with complete terms indicated for all warranties covering items furnished or installed under this specification section."
"=""083323""",– OVERHEAD COILING DOORS,PART 1 - GENERAL,1.4-A,SUBMITTALS,"A. Action Submittals: Submit the following for responsive action (formal review and approval). 
1. Product Data: a. Submit manufacturer’s product data, specifications, typical installation details, and all other information necessary to show conformance to the Contract Documents, excluding material safety data sheets (MSDSs) and safety data sheets (SDSs), both of which are returned to the Contractor without review or responsive action. b. Submit sample warranties with warranty periods, terms, conditions, exclusions, and remedies explicitly defined for each warranty, including clear warranty period start dates. (e.g., date of manufacture, purchase, installation, Beneficial Occupancy, Substantial Completion, Final Completion, etc.) 
2. Door Schedule: Submit schedule showing opening identification symbols and overhead door and frame types and sizes, including mounting, operation, and fire- PAGE : 493 resistance rating requirements. Use the same reference numbers for openings and details as the Drawings. 
3. Shop Drawings: Include project-specific dimensioned details drawn to scale showing conditions not detailed on the product data; or that are detailed, but not in a manner specific to the project. 
4. Wiring Diagrams: Submit wiring diagrams for power, signal, and control systems. Differentiate between manufacturer-installed and field-installed wiring; and between components furnished by the manufacturer and those indicated in other specification sections."
"=""083323""",– OVERHEAD COILING DOORS,PART 1 - GENERAL,1.4-B,SUBMITTALS,"B. Informational Submittals: Submit the following for information (informal review: responsive action not expected or required, except to record non-conformance with submittal requirements). 
1. Manufacturer’s Instructions: Submit manufacturer-prepared published instructions for proper installation of furnished coiling doors. a. If manufacturer’s instructions are unavailable or do not apply to specific project conditions, then consult the manufacturer’s representative and obtain project- specific supplemental instructions printed on manufacturer’s letterhead. b. Promptly distribute supplemental instructions to the Architect, who may have comments that lead to contract modifications or minor changes in the work. 
2. Qualification Statements: Submit written descriptions confirming experience specified in QUALITY ASSURANCE article below."
"=""083323""",– OVERHEAD COILING DOORS,PART 1 - GENERAL,1.4-C,SUBMITTALS,"C. Closeout Submittals: 
1. Maintenance Data: Submit copies of manufacturer’s instructions and other requirements and recommendations for integrated door maintenance, cleaning, and repair to the Architect as a condition of project closeout. 
2. Warranty Documentation: Submit final warranties signed by the manufacturer’s representative with complete terms indicated for all warranties covering items furnished or installed under this specification section."
"=""083323""",– OVERHEAD COILING DOORS,PART 1 - GENERAL,1.4-D,SUBMITTALS,"D. Maintenance Material Submittals: 
1. Deliver to the Owner tools and other implements to safely service and reset each coiling door. 
2. Furnish at least one set of tools and other implements for each coiling door."
"=""083423""",SLIDING BARN DOOR ASSEMBLIES,PART 1 - GENERAL,1.4,SUBMITTALS,"
Action Submittals: Submit the following for responsive action (formal review and approval).
1. Product Data: Submit manufacturer’s product data, specifications, typical installation details, and all other information necessary to show conformance to the Contract Documents, excluding material safety data sheets (MSDSs) and safety data sheets (SDSs), both of which are returned to the Contractor without review or responsive action.
2. Shop Drawings: Include project-specific dimensioned details drawn to scale showing conditions not detailed on the product data; or that are detailed, but not in a manner specific to the project. Informational Submittals: Submit the following for information (informal review: responsive action not expected or required, except to record non-conformance with submittal
requirements).
3. Manufacturer’s Instructions: Submit manufacturer-prepared published instructions for proper installation of furnished barn doors.
a. If manufacturer’s instructions are unavailable or do not apply to specific project conditions, then consult the manufacturer’s representative and obtain project- specific supplemental instructions printed on manufacturer’s letterhead.
b. Promptly distribute supplemental instructions to the Architect, who may have comments that lead to contract modifications or minor changes in the work. PAGE : 501
4. Qualification Statements: Submit written descriptions confirming experience specified in QUALITY ASSURANCE article below. Closeout Submittals:
5. Maintenance Data: Submit copies of manufacturer’s instructions and other requirements and recommendations for integrated door maintenance, cleaning, and repair to the Architect as a condition of project closeout.
6. Warranty Documentation: Submit final warranties signed by the manufacturer’s representative with complete terms indicated for all warranties covering items furnished or installed under this specification section."
"=""083800""",TRAFFIC DOORS,PART 1 - GENERAL,1.4-A,SUBMITTALS,"A. Action Submittals: Submit the following for responsive action (formal review and approval). 
1. Product Data: a. Submit manufacturer’s product data, specifications, typical installation details, and all other information necessary to show conformance to the Contract Documents, excluding material safety data sheets (MSDSs) and safety data sheets (SDSs), both of which are returned to the Contractor without review or responsive action. b. Submit sample warranties with warranty periods, terms, conditions, exclusions, and remedies explicitly defined for each warranty, including clear warranty period start dates. (e.g., date of manufacture, purchase, installation, Beneficial Occupancy, Substantial Completion, Final Completion, etc.) 
2. Door Schedule: Submit schedule showing opening identification symbols and door and frame types and sizes, including thickness, swing, fire-resistance rating label requirements, undercuts, and finishes. Use the same reference numbers for openings and details as the Drawings. 
3. Shop Drawings: Include project-specific dimensioned details drawn to scale showing conditions not detailed on the product data; or that are detailed, but not in a manner PAGE : 507 
4. Samples: Submit at least 8-inch square representative samples of each door color, finish, and variety."
"=""083800""",TRAFFIC DOORS,PART 1 - GENERAL,1.4-B,SUBMITTALS,"B. Informational Submittals: Submit the following for information (informal review: responsive action not expected or required, except to record non-conformance with submittal requirements). 
1. Manufacturer’s Instructions: Submit manufacturer-prepared published instructions for proper installation of furnished doors. a. If manufacturer’s instructions are unavailable or do not apply to specific project conditions, then consult the manufacturer’s representative and obtain project- specific supplemental instructions printed on manufacturer’s letterhead. b. Promptly distribute supplemental instructions to the Architect, who may have comments that lead to contract modifications or minor changes in the work. 
2. Qualification Statements: Submit written descriptions confirming experience specified in QUALITY ASSURANCE article below."
"=""083800""",TRAFFIC DOORS,PART 1 - GENERAL,1.4-C,SUBMITTALS,"C. Closeout Submittals: 
1. Maintenance Data: Submit copies of manufacturer’s instructions and other requirements and recommendations for door maintenance, cleaning, and repair to the Architect as a condition of project closeout. 
2. Warranty Documentation: Submit final warranties signed by the manufacturer’s representative with complete terms indicated for all warranties covering items furnished or installed under this specification section."
"=""084113""",FRAMED ENTRANCES AND STOREFRONTS,PART 1 - GENERAL,1.4-A,SUBMITTALS,"A. Action Submittals: Submit the following for responsive action (formal review and approval). 
1. Product Data: a. Submit manufacturer’s product data, specifications, typical installation details, and all other information necessary to show conformance to the Contract Documents, excluding material safety data sheets (MSDSs) and safety data sheets (SDSs), both of which are returned to the Contractor without review or responsive action. b. Submit sample warranties with warranty periods, terms, conditions, exclusions, and remedies explicitly defined for each warranty, including clear warranty period start dates. (e.g., date of manufacture, purchase, installation, Beneficial Occupancy, Substantial Completion, Final Completion, etc.) 
2. Door Schedule: Submit schedule showing opening identification symbols and entrance door types and sizes, including thickness, swing, fire-resistance rating label requirements, and undercuts. Use the same reference numbers for openings and details as the Drawings. 
3. Shop Drawings: a. Submit dimensioned and project-specific plans and elevations drawn to scale and showing entrance door and storefront layout, materials, construction, and finishes. Show locations, sizes, and extents of all items, accessories, and trim. Label manufactured items by product name. b. Include project-specific dimensioned details drawn to scale showing conditions not detailed on the product data; or that are detailed, but not in a manner specific to the project. Cross-reference entrance door details to door schedule. Cross- reference storefront details to plans and elevations. 
4. Samples: a. Submit at least 6-inch square representative samples of each entrance door and storefront framing color and finish. B PAGE : 518 
2. During the meeting, review the Contract Documents, submittals, project conditions, and installation sequence and methods, including special details and conditions that might affect installation 
3. Identify and discuss adverse or unfavorable conditions detrimental to protecting stored materials or to installation; or to the quality, durability, appearance, or performance of installed entrances and storefronts. Resolve each condition. 
4. Finalize construction schedule. 
5. Record significant discussions and distribute meeting minutes. Do not begin installation until disagreements are successfully resolved to the satisfaction of all parties."
